,current_dewpoint_f,current_humidity,current_temp_f,lat,lon,p_0_3_um,p_0_3_um_b,p_0_5_um,p_0_5_um_b,p_10_0_um,p_10_0_um_b,p_1_0_um,p_1_0_um_b,p_2_5_um,p_2_5_um_b,p_5_0_um,p_5_0_um_b,pm10_0_atm,pm10_0_atm_b,pm10_0_cf_1,pm10_0_cf_1_b,pm1_0_atm,pm1_0_atm_b,pm1_0_cf_1,pm1_0_cf_1_b,pm2_5_atm,pm2_5_atm_b,pm2_5_cf_1,pm2_5_cf_1_b,timestamp,nicename,SensorId,Adc,response_date,key2_response_b,wlstate,pm2.5_aqi,ts_s_latency_b,DateTime,httpsuccess,key2_count_b,key2_response_date_b,period,hardwareversion,httpsends,memcs,pressure,key2_response,version,Geo,status_6,status_5,status_8,key1_response,status_7,Mem,pm2.5_aqi_color,status_9,key1_count,ts_latency_b,key1_response_date,status_0,Id,status_2,status_1,status_4,status_3,pm2.5_aqi_b,loggingrate,latency,key1_count_b,memfrag,key1_response_b,key2_count,hardwarediscovered,place,rssi,key2_response_date,pm2.5_aqi_color_b,pa_latency,key1_response_date_b,uptime,ts_latency,ts_s_latency,response,location,memfb,timestamp-iso,status_10,response_b,response_date_b,latency_b
103,54,32,88,35.044731,-85.305542,2231.49,2472.27,707.79,799.87,0.41,0.22,129.92,130.43,6.93,7.52,2.68,0.81,21.24,22.72,21.24,22.72,13.52,15.28,13.52,15.28,19.52,22.24,19.52,22.24,1559405032000.0,mlk-houston,84:f3:eb:45:23:4c,0.0,1559405032.0,200.0,Connected,67.0,724.0,2019/06/01T16:03:52z,5134.0,80957.0,1559405030.0,120.0,2.0,5134.0,928.0,990.21,200.0,4.02,PurpleAir-234c,2.0,2.0,2.0,200.0,0.0,21304.0,"rgb(255,250,0)",2.0,81025.0,746.0,1559405027.0,2.0,1460.0,2.0,2.0,2.0,2.0,72.0,15.0,837.0,80995.0,15.0,200.0,81003.0,2.0+OPENLOG+15931 MB+DS3231+BME280+PMSX003-B+PMSX003-A,outside,-64.0,1559405028.0,"rgb(255,244,0)",521.0,1559405029.0,87612.0,1577.0,714.0,201.0,"35.044731, -85.305542",18224.0,2019-06-01 16:03:52,1.0,200.0,1559404911.0,165.0
104,55,30,91,35.044731,-85.305542,2266.59,2349.0,710.5,760.04,0.0,0.88,133.0,146.85,4.83,8.0,1.17,1.72,20.74,22.79,20.74,22.79,13.58,13.78,13.58,13.78,20.08,21.54,20.08,21.54,1559405271000.0,mlk-houston,84:f3:eb:45:23:4c,0.0,1559405271.0,200.0,Connected,68.0,737.0,2019/06/01T16:07:51z,5148.0,80959.0,1559405269.0,120.0,2.0,5148.0,928.0,990.18,200.0,4.02,PurpleAir-234c,2.0,2.0,2.0,200.0,0.0,21304.0,"rgb(255,249,0)",2.0,81027.0,735.0,1559405266.0,2.0,1464.0,2.0,2.0,2.0,2.0,71.0,15.0,934.0,80997.0,21.0,200.0,81005.0,2.0+OPENLOG+15931 MB+DS3231+BME280+PMSX003-B+PMSX003-A,outside,-64.0,1559405267.0,"rgb(255,245,0)",527.0,1559405268.0,87851.0,868.0,771.0,201.0,"35.044731, -85.305542",16720.0,2019-06-01 16:07:51,1.0,200.0,1559405154.0,112.0
105,55,29,92,35.044731,-85.305542,2244.71,2269.57,711.41,736.9,0.0,0.42,148.07,143.49,7.37,7.43,0.81,1.67,21.56,22.01,21.56,22.01,12.69,13.94,12.69,13.94,20.87,20.96,20.87,20.96,1559405392000.0,mlk-houston,84:f3:eb:45:23:4c,0.0,1559405391.0,200.0,Connected,69.0,730.0,2019/06/01T16:09:52z,5155.0,80960.0,1559405389.0,120.0,2.0,5155.0,928.0,990.07,200.0,4.02,PurpleAir-234c,2.0,2.0,2.0,200.0,0.0,21304.0,"rgb(255,248,0)",2.0,81028.0,737.0,1559405387.0,2.0,1466.0,2.0,2.0,2.0,2.0,70.0,15.0,864.0,80998.0,21.0,200.0,81006.0,2.0+OPENLOG+15931 MB+DS3231+BME280+PMSX003-B+PMSX003-A,outside,-65.0,1559405387.0,"rgb(255,247,0)",528.0,1559405388.0,87971.0,877.0,771.0,201.0,"35.044731, -85.305542",16720.0,2019-06-01 16:09:52,1.0,200.0,1559405271.0,105.0
106,54,28,91,35.044731,-85.305542,2285.82,2175.51,721.82,705.74,0.0,0.41,144.07,132.31,6.06,8.16,0.47,0.9,21.57,21.03,21.57,21.03,13.01,12.9,13.01,12.9,21.31,20.54,21.31,20.54,1559405872000.0,mlk-houston,84:f3:eb:45:23:4c,0.0,1559405871.0,200.0,Connected,70.0,730.0,2019/06/01T16:17:52z,5183.0,80964.0,1559405869.0,120.0,2.0,5183.0,928.0,990.03,200.0,4.02,PurpleAir-234c,2.0,2.0,2.0,200.0,0.0,21304.0,"rgb(255,247,0)",2.0,81032.0,722.0,1559405866.0,2.0,1474.0,2.0,2.0,2.0,2.0,69.0,15.0,905.0,81002.0,21.0,200.0,81010.0,2.0+OPENLOG+15931 MB+DS3231+BME280+PMSX003-B+PMSX003-A,outside,-66.0,1559405867.0,"rgb(255,248,0)",484.0,1559405868.0,88451.0,871.0,776.0,201.0,"35.044731, -85.305542",16776.0,2019-06-01 16:17:52,1.0,200.0,1559405753.0,109.0
107,53,27,92,35.044731,-85.305542,2178.88,2475.26,686.34,799.61,0.24,0.71,151.4,146.01,8.32,7.12,0.74,0.77,21.1,23.2,21.1,23.2,12.47,14.65,12.47,14.65,20.31,22.42,20.31,22.42,1559406352000.0,mlk-houston,84:f3:eb:45:23:4c,0.0,1559406352.0,200.0,Connected,68.0,735.0,2019/06/01T16:25:52z,5211.0,80968.0,1559406349.0,120.0,2.0,5211.0,928.0,990.03,200.0,4.02,PurpleAir-234c,2.0,2.0,2.0,200.0,0.0,20936.0,"rgb(255,249,0)",2.0,81036.0,744.0,1559406346.0,2.0,1482.0,2.0,2.0,2.0,2.0,73.0,15.0,919.0,81006.0,22.0,200.0,81014.0,2.0+OPENLOG+15931 MB+DS3231+BME280+PMSX003-B+PMSX003-A,outside,-65.0,1559406347.0,"rgb(255,242,0)",550.0,1559406348.0,88931.0,855.0,779.0,201.0,"35.044731, -85.305542",16296.0,2019-06-01 16:25:52,1.0,200.0,1559406233.0,99.0
108,55,28,93,35.044731,-85.305542,2213.96,2242.9,702.6,724.18,0.07,0.51,131.43,135.76,8.12,9.22,1.46,2.47,21.29,22.62,21.29,22.62,13.0,13.65,13.0,13.65,20.19,20.99,20.19,20.99,1559407192000.0,mlk-houston,84:f3:eb:45:23:4c,0.0,1559407191.0,200.0,Connected,68.0,727.0,2019/06/01T16:39:52z,5260.0,80975.0,1559407189.0,120.0,2.0,5260.0,928.0,989.91,200.0,4.02,PurpleAir-234c,2.0,2.0,2.0,200.0,0.0,21304.0,"rgb(255,249,0)",2.0,81043.0,736.0,1559407187.0,2.0,1496.0,2.0,2.0,2.0,2.0,70.0,15.0,860.0,81013.0,21.0,200.0,81021.0,2.0+OPENLOG+NO-DISK+DS3231+BME280+PMSX003-B+PMSX003-A,outside,-65.0,1559407188.0,"rgb(255,247,0)",471.0,1559407188.0,89771.0,962.0,777.0,201.0,"35.044731, -85.305542",16816.0,2019-06-01 16:39:52,1.0,200.0,1559407072.0,115.0
146,54,29,91,35.044731,-85.305542,2228.24,2193.36,703.99,712.03,0.0,0.29,143.41,126.56,6.79,5.08,0.51,1.35,21.54,20.35,21.54,20.35,13.2,13.06,13.2,13.06,20.97,19.38,20.97,19.38,1559405512000.0,mlk-houston,84:f3:eb:45:23:4c,0.0,1559405512.0,200.0,Connected,70.0,823.0,2019/06/01T16:11:52z,5162.0,80961.0,1559405509.0,120.0,2.0,5162.0,928.0,990.12,200.0,4.02,PurpleAir-234c,2.0,2.0,2.0,200.0,0.0,21304.0,"rgb(255,247,0)",2.0,81029.0,733.0,1559405507.0,2.0,1468.0,2.0,2.0,2.0,2.0,66.0,15.0,1205.0,80999.0,21.0,200.0,81007.0,2.0+OPENLOG+15931 MB+DS3231+BME280+PMSX003-B+PMSX003-A,outside,-65.0,1559405507.0,"rgb(255,251,0)",549.0,1559405508.0,88092.0,863.0,779.0,201.0,"35.044731, -85.305542",16728.0,2019-06-01 16:11:52,1.0,200.0,1559405392.0,109.0
147,53,28,91,35.044731,-85.305542,2345.4,2301.04,738.83,742.97,0.9,0.64,149.39,154.06,5.91,9.94,1.77,1.18,22.56,23.15,22.56,23.15,13.89,14.06,13.89,14.06,21.34,22.16,21.34,22.16,1559406112000.0,mlk-houston,84:f3:eb:45:23:4c,0.0,1559406112.0,200.0,Connected,70.0,741.0,2019/06/01T16:21:52z,5197.0,80966.0,1559406109.0,120.0,2.0,5197.0,928.0,990.05,200.0,4.02,PurpleAir-234c,2.0,2.0,2.0,200.0,0.0,21048.0,"rgb(255,247,0)",2.0,81034.0,725.0,1559406107.0,2.0,1478.0,2.0,2.0,2.0,2.0,72.0,15.0,1077.0,81004.0,20.0,200.0,81012.0,2.0+OPENLOG+15931 MB+DS3231+BME280+PMSX003-B+PMSX003-A,outside,-65.0,1559406108.0,"rgb(255,244,0)",520.0,1559406108.0,88691.0,864.0,874.0,201.0,"35.044731, -85.305542",16792.0,2019-06-01 16:21:52,1.0,200.0,1559405992.0,109.0
148,52,26,92,35.044731,-85.305542,2310.72,2386.16,738.79,770.93,0.0,0.54,155.73,142.64,5.82,5.07,1.1,0.96,22.15,22.48,22.15,22.48,13.87,14.46,13.87,14.46,21.44,21.85,21.44,21.85,1559406471000.0,mlk-houston,84:f3:eb:45:23:4c,0.0,1559406471.0,200.0,Connected,71.0,732.0,2019/06/01T16:27:51z,5218.0,80969.0,1559406469.0,120.0,2.0,5218.0,928.0,989.97,200.0,4.02,PurpleAir-234c,2.0,2.0,2.0,200.0,0.0,21304.0,"rgb(255,245,0)",2.0,81037.0,776.0,1559406466.0,2.0,1484.0,2.0,2.0,2.0,2.0,72.0,15.0,832.0,81007.0,21.0,200.0,81015.0,2.0+OPENLOG+15931 MB+DS3231+BME280+PMSX003-B+PMSX003-A,outside,-67.0,1559406467.0,"rgb(255,244,0)",458.0,1559406468.0,89051.0,882.0,781.0,201.0,"35.044731, -85.305542",16792.0,2019-06-01 16:27:51,1.0,200.0,1559406352.0,107.0
149,54,28,92,35.044731,-85.305542,2296.3,2297.82,726.54,748.1,0.18,0.93,130.66,144.78,5.79,9.6,0.7,1.6,20.84,23.12,20.84,23.12,13.51,14.37,13.51,14.37,20.27,21.72,20.27,21.72,1559406712000.0,mlk-houston,84:f3:eb:45:23:4c,0.0,1559406712.0,200.0,Connected,68.0,732.0,2019/06/01T16:31:52z,5232.0,80971.0,1559406709.0,120.0,2.0,5232.0,928.0,989.88,200.0,4.02,PurpleAir-234c,2.0,2.0,2.0,200.0,0.0,21304.0,"rgb(255,249,0)",2.0,81039.0,731.0,1559406707.0,2.0,1488.0,2.0,2.0,2.0,2.0,71.0,15.0,898.0,81009.0,21.0,200.0,81017.0,2.0+OPENLOG+15931 MB+DS3231+BME280+PMSX003-B+PMSX003-A,outside,-67.0,1559406707.0,"rgb(255,245,0)",602.0,1559406708.0,89291.0,883.0,762.0,201.0,"35.044731, -85.305542",16816.0,2019-06-01 16:31:52,1.0,200.0,1559406592.0,106.0
150,55,29,92,35.044731,-85.305542,2266.32,2294.06,717.11,747.07,0.0,0.47,148.74,142.89,5.64,4.31,0.88,0.64,21.76,21.34,21.76,21.34,13.92,13.6,13.92,13.6,20.97,20.83,20.97,20.83,1559406832000.0,mlk-houston,84:f3:eb:45:23:4c,0.0,1559406832.0,200.0,Connected,70.0,751.0,2019/06/01T16:33:52z,5239.0,80972.0,1559406829.0,120.0,2.0,5239.0,928.0,989.92,200.0,4.02,PurpleAir-234c,2.0,2.0,2.0,200.0,0.0,21048.0,"rgb(255,247,0)",2.0,81040.0,747.0,1559406826.0,2.0,1490.0,2.0,2.0,2.0,2.0,69.0,15.0,836.0,81010.0,22.0,200.0,81018.0,2.0+OPENLOG+15931 MB+DS3231+BME280+PMSX003-B+PMSX003-A,outside,-66.0,1559406827.0,"rgb(255,248,0)",523.0,1559406828.0,89411.0,894.0,772.0,201.0,"35.044731, -85.305542",16296.0,2019-06-01 16:33:52,1.0,200.0,1559406712.0,99.0
151,55,29,92,35.044731,-85.305542,2293.0,2383.25,723.91,772.85,0.17,1.0,150.13,143.87,6.2,5.94,1.1,1.51,22.77,22.58,22.77,22.58,13.81,14.13,13.81,14.13,21.97,21.55,21.97,21.55,1559406952000.0,mlk-houston,84:f3:eb:45:23:4c,0.0,1559406952.0,200.0,Connected,72.0,1349.0,2019/06/01T16:35:52z,5246.0,80973.0,1559406950.0,120.0,2.0,5246.0,928.0,989.92,200.0,4.02,PurpleAir-234c,2.0,2.0,2.0,200.0,0.0,21192.0,"rgb(255,244,0)",2.0,81041.0,746.0,1559406947.0,2.0,1492.0,2.0,2.0,2.0,2.0,71.0,15.0,826.0,81011.0,20.0,200.0,81019.0,2.0+OPENLOG+15931 MB+DS3231+BME280+PMSX003-B+PMSX003-A,outside,-66.0,1559406948.0,"rgb(255,245,0)",513.0,1559406948.0,89532.0,877.0,724.0,201.0,"35.044731, -85.305542",16816.0,2019-06-01 16:35:52,1.0,200.0,1559406832.0,103.0
152,54,28,92,35.044731,-85.305542,2288.96,2324.7,726.14,751.0,0.09,0.7,147.54,127.26,6.88,8.84,0.58,1.57,22.81,21.84,22.81,21.84,14.09,14.19,14.09,14.19,22.42,20.84,22.42,20.84,1559407071000.0,mlk-houston,84:f3:eb:45:23:4c,0.0,1559407071.0,200.0,Connected,73.0,743.0,2019/06/01T16:37:51z,5253.0,80974.0,1559407069.0,120.0,2.0,5253.0,928.0,989.92,200.0,4.02,PurpleAir-234c,2.0,2.0,2.0,200.0,0.0,21304.0,"rgb(255,242,0)",2.0,81042.0,742.0,1559407067.0,2.0,1494.0,2.0,2.0,2.0,2.0,69.0,15.0,865.0,81012.0,21.0,200.0,81020.0,2.0+OPENLOG+15931 MB+DS3231+BME280+PMSX003-B+PMSX003-A,outside,-67.0,1559407067.0,"rgb(255,248,0)",546.0,1559407068.0,89651.0,878.0,774.0,201.0,"35.044731, -85.305542",16816.0,2019-06-01 16:37:51,1.0,200.0,1559406952.0,87.0
153,54,28,91,35.044731,-85.305542,2312.56,2361.41,736.16,765.67,0.21,0.27,158.25,147.88,9.06,7.39,1.62,0.68,22.97,22.35,22.97,22.35,13.6,13.8,13.6,13.8,21.74,21.73,21.74,21.73,1559407552000.0,mlk-houston,84:f3:eb:45:23:4c,0.0,1559407552.0,200.0,Connected,71.0,760.0,2019/06/01T16:45:52z,5282.0,80978.0,1559407549.0,120.0,2.0,5282.0,928.0,989.94,200.0,4.02,PurpleAir-234c,2.0,2.0,2.0,200.0,0.0,21304.0,"rgb(255,245,0)",2.0,81046.0,764.0,1559407547.0,2.0,1502.0,2.0,2.0,2.0,2.0,71.0,15.0,907.0,81016.0,15.0,200.0,81024.0,2.0+OPENLOG+NO-DISK+DS3231+BME280+PMSX003-B+PMSX003-A,outside,-67.0,1559407548.0,"rgb(255,245,0)",537.0,1559407548.0,90131.0,837.0,742.0,201.0,"35.044731, -85.305542",18240.0,2019-06-01 16:45:52,1.0,200.0,1559407435.0,122.0
154,55,28,93,35.044731,-85.305542,2349.35,2186.79,743.36,709.62,0.25,0.93,153.67,125.94,7.28,4.66,1.61,1.65,23.2,20.44,23.2,20.44,14.16,13.21,14.16,13.21,22.23,19.3,22.23,19.3,1559407912000.0,mlk-houston,84:f3:eb:45:23:4c,0.0,1559407912.0,200.0,Connected,72.0,741.0,2019/06/01T16:51:52z,5303.0,80981.0,1559407909.0,120.0,2.0,5303.0,928.0,989.75,200.0,4.02,PurpleAir-234c,2.0,2.0,2.0,200.0,0.0,21304.0,"rgb(255,244,0)",2.0,81049.0,723.0,1559407906.0,2.0,1508.0,2.0,2.0,2.0,2.0,66.0,15.0,1102.0,81019.0,26.0,200.0,81027.0,2.0+OPENLOG+15931 MB+DS3231+BME280+PMSX003-B+PMSX003-A,outside,-65.0,1559407907.0,"rgb(255,251,0)",483.0,1559407908.0,90491.0,855.0,770.0,201.0,"35.044731, -85.305542",15752.0,2019-06-01 16:51:52,1.0,200.0,1559407791.0,107.0
