,current_dewpoint_f,current_humidity,current_temp_f,lat,lon,p_0_3_um,p_0_3_um_b,p_0_5_um,p_0_5_um_b,p_10_0_um,p_10_0_um_b,p_1_0_um,p_1_0_um_b,p_2_5_um,p_2_5_um_b,p_5_0_um,p_5_0_um_b,pm10_0_atm,pm10_0_atm_b,pm10_0_cf_1,pm10_0_cf_1_b,pm1_0_atm,pm1_0_atm_b,pm1_0_cf_1,pm1_0_cf_1_b,pm2_5_atm,pm2_5_atm_b,pm2_5_cf_1,pm2_5_cf_1_b,timestamp,nicename,SensorId,Adc,response_date,key2_response_b,wlstate,pm2.5_aqi,ts_s_latency_b,DateTime,httpsuccess,key2_count_b,key2_response_date_b,period,hardwareversion,httpsends,memcs,pressure,key2_response,version,Geo,status_6,status_5,status_8,key1_response,status_7,Mem,pm2.5_aqi_color,status_9,key1_count,ts_latency_b,key1_response_date,status_0,Id,status_2,status_1,status_4,status_3,pm2.5_aqi_b,loggingrate,latency,key1_count_b,memfrag,key1_response_b,key2_count,hardwarediscovered,place,rssi,key2_response_date,pm2.5_aqi_color_b,pa_latency,key1_response_date_b,uptime,ts_latency,ts_s_latency,response,location,memfb,timestamp-iso,status_10,response_b,response_date_b,latency_b
44,55,27,95,35.039406,-85.291992,2396.96,2403.51,732.46,757.66,0.22,0.0,139.37,145.67,5.96,6.36,0.76,0.96,21.25,21.84,21.25,21.84,13.46,14.01,13.46,14.01,20.81,21.39,20.81,21.39,1559407442000.0,mlk-central,84:f3:eb:44:d8:24,0.04,1559407322.0,200.0,Connected,69.0,737.0,2019/06/01T16:44:02z,4543.0,119160.0,1559407442.0,120.0,2.0,4543.0,1024.0,988.39,200.0,4.02,PurpleAir-d824,1.0,2.0,2.0,200.0,0.0,19472.0,"rgb(255,248,0)",2.0,108624.0,727.0,1559407439.0,2.0,1506.0,2.0,2.0,2.0,2.0,71.0,15.0,36.0,119224.0,17.0,200.0,117706.0,2.0+OPENLOG+15931 MB+DS3231+BME280+PMSX003-B+PMSX003-A,outside,-64.0,1559407440.0,"rgb(255,245,0)",612.0,1559407441.0,90366.0,856.0,756.0,200.0,"35.039406, -85.291992",16264.0,2019-06-01 16:44:02,,,,
81,55,27,94,35.039406,-85.291992,2306.27,2298.39,700.13,727.94,0.33,0.0,137.17,140.16,6.3,4.22,1.19,0.72,21.03,20.51,21.03,20.51,12.33,13.41,12.33,13.41,20.27,20.25,20.27,20.25,1559404802000.0,mlk-central,84:f3:eb:44:d8:24,0.04,1559404682.0,200.0,Connected,68.0,725.0,2019/06/01T16:00:02z,4410.0,119138.0,1559404802.0,120.0,2.0,4410.0,1024.0,988.61,200.0,4.02,PurpleAir-d824,1.0,2.0,2.0,200.0,0.0,18960.0,"rgb(255,249,0)",2.0,108602.0,718.0,1559404799.0,2.0,1462.0,2.0,2.0,2.0,2.0,68.0,15.0,53.0,119202.0,29.0,200.0,117684.0,2.0+OPENLOG+15931 MB+DS3231+BME280+PMSX003-B+PMSX003-A,outside,-64.0,1559404800.0,"rgb(255,249,0)",519.0,1559404801.0,87726.0,848.0,732.0,200.0,"35.039406, -85.291992",13288.0,2019-06-01 16:00:02,,,,
82,52,27,90,35.039406,-85.291992,2477.83,2313.57,756.33,726.9,0.26,0.18,153.72,129.0,5.74,2.94,1.48,0.38,23.16,19.78,23.16,19.78,13.68,13.25,13.68,13.25,22.17,19.47,22.17,19.47,1559405282000.0,mlk-central,84:f3:eb:44:d8:24,0.04,1559405162.0,200.0,Connected,72.0,728.0,2019/06/01T16:08:02z,4434.0,119142.0,1559405282.0,120.0,2.0,4434.0,1024.0,988.56,200.0,4.02,PurpleAir-d824,1.0,2.0,2.0,200.0,0.0,18960.0,"rgb(255,244,0)",2.0,108606.0,750.0,1559405279.0,2.0,1470.0,2.0,2.0,2.0,2.0,67.0,15.0,50.0,119206.0,24.0,200.0,117688.0,2.0+OPENLOG+15931 MB+DS3231+BME280+PMSX003-B+PMSX003-A,outside,-67.0,1559405280.0,"rgb(255,250,0)",583.0,1559405281.0,88207.0,867.0,734.0,200.0,"35.039406, -85.291992",14432.0,2019-06-01 16:08:02,,,,
83,54,27,93,35.039406,-85.291992,2290.88,2215.06,693.7,692.03,0.07,0.0,130.67,134.35,6.78,4.34,0.84,0.41,20.63,19.84,20.63,19.84,12.42,12.78,12.42,12.78,19.93,19.53,19.93,19.53,1559405642000.0,mlk-central,84:f3:eb:44:d8:24,0.04,1559405522.0,200.0,Connected,67.0,724.0,2019/06/01T16:14:02z,4452.0,119145.0,1559405642.0,120.0,2.0,4452.0,1024.0,988.55,200.0,4.02,PurpleAir-d824,1.0,2.0,2.0,200.0,0.0,18960.0,"rgb(255,250,0)",2.0,108609.0,728.0,1559405639.0,2.0,1476.0,2.0,2.0,2.0,2.0,67.0,15.0,49.0,119209.0,22.0,200.0,117691.0,2.0+OPENLOG+15931 MB+DS3231+BME280+PMSX003-B+PMSX003-A,outside,-64.0,1559405640.0,"rgb(255,250,0)",623.0,1559405641.0,88566.0,857.0,776.0,200.0,"35.039406, -85.291992",14816.0,2019-06-01 16:14:02,,,,
84,55,27,94,35.039406,-85.291992,2472.43,2332.22,751.39,735.84,0.0,0.19,145.68,141.72,4.22,3.62,0.86,1.22,21.81,20.93,21.81,20.93,13.7,13.39,13.7,13.39,21.36,20.28,21.36,20.28,1559405882000.0,mlk-central,84:f3:eb:44:d8:24,0.04,1559405765.0,200.0,Connected,70.0,775.0,2019/06/01T16:18:02z,4464.0,119147.0,1559405882.0,120.0,2.0,4464.0,1024.0,988.52,200.0,4.02,PurpleAir-d824,1.0,2.0,2.0,200.0,0.0,18960.0,"rgb(255,247,0)",2.0,108611.0,768.0,1559405879.0,2.0,1480.0,2.0,2.0,2.0,2.0,68.0,15.0,46.0,119211.0,22.0,200.0,117693.0,2.0+OPENLOG+15931 MB+DS3231+BME280+PMSX003-B+PMSX003-A,outside,-65.0,1559405880.0,"rgb(255,249,0)",537.0,1559405881.0,88806.0,854.0,767.0,200.0,"35.039406, -85.291992",14840.0,2019-06-01 16:18:02,,,,
85,55,26,95,35.039406,-85.291992,2511.0,2324.0,760.28,739.57,0.21,0.0,131.1,145.65,5.42,3.96,0.61,0.84,21.9,21.39,21.9,21.39,14.03,13.75,14.03,13.75,21.39,20.88,21.39,20.88,1559406122000.0,mlk-central,84:f3:eb:44:d8:24,0.04,1559406002.0,200.0,Connected,71.0,723.0,2019/06/01T16:22:02z,4476.0,119149.0,1559406122.0,120.0,2.0,4476.0,1024.0,988.43,200.0,4.02,PurpleAir-d824,1.0,2.0,2.0,200.0,0.0,19472.0,"rgb(255,245,0)",2.0,108613.0,745.0,1559406119.0,2.0,1484.0,2.0,2.0,2.0,2.0,69.0,15.0,59.0,119213.0,13.0,200.0,117695.0,2.0+OPENLOG+15931 MB+DS3231+BME280+PMSX003-B+PMSX003-A,outside,-65.0,1559406120.0,"rgb(255,248,0)",643.0,1559406121.0,89047.0,894.0,726.0,200.0,"35.039406, -85.291992",16904.0,2019-06-01 16:22:02,,,,
86,55,28,93,35.039406,-85.291992,2392.78,2380.46,733.43,749.35,0.0,0.22,149.36,154.76,6.93,5.12,1.04,0.46,22.22,22.07,22.22,22.07,13.2,13.69,13.2,13.69,21.67,21.66,21.67,21.66,1559407202000.0,mlk-central,84:f3:eb:44:d8:24,0.04,1559407083.0,200.0,Connected,71.0,732.0,2019/06/01T16:40:02z,4531.0,119158.0,1559407202.0,120.0,2.0,4531.0,1024.0,988.32,200.0,4.02,PurpleAir-d824,1.0,2.0,2.0,200.0,0.0,19264.0,"rgb(255,245,0)",2.0,108622.0,744.0,1559407199.0,2.0,1502.0,2.0,2.0,2.0,2.0,71.0,15.0,31.0,119222.0,23.0,200.0,117704.0,2.0+OPENLOG+15931 MB+DS3231+BME280+PMSX003-B+PMSX003-A,outside,-64.0,1559407200.0,"rgb(255,245,0)",480.0,1559407201.0,90127.0,781.0,729.0,200.0,"35.039406, -85.291992",14760.0,2019-06-01 16:40:02,,,,
87,54,27,93,35.039406,-85.291992,2349.35,2137.72,719.54,677.6,0.33,0.01,146.17,126.99,7.75,2.99,1.55,0.01,22.0,18.91,22.0,18.91,13.09,12.32,13.09,12.32,20.81,18.9,20.81,18.9,1559407322000.0,mlk-central,84:f3:eb:44:d8:24,0.04,1559407202.0,200.0,Connected,69.0,734.0,2019/06/01T16:42:02z,4537.0,119159.0,1559407322.0,120.0,2.0,4537.0,1024.0,988.25,200.0,4.02,PurpleAir-d824,1.0,2.0,2.0,200.0,0.0,19128.0,"rgb(255,248,0)",2.0,108623.0,728.0,1559407319.0,2.0,1504.0,2.0,2.0,2.0,2.0,65.0,15.0,93.0,119223.0,23.0,200.0,117705.0,2.0+OPENLOG+15931 MB+DS3231+BME280+PMSX003-B+PMSX003-A,outside,-64.0,1559407320.0,"rgb(255,252,0)",504.0,1559407321.0,90246.0,845.0,805.0,200.0,"35.039406, -85.291992",14760.0,2019-06-01 16:42:02,,,,
88,56,26,96,35.039406,-85.291992,2472.65,2174.19,754.51,689.22,0.0,0.0,147.33,131.28,6.48,4.93,1.03,0.46,22.78,19.6,22.78,19.6,13.72,12.36,13.72,12.36,21.96,19.4,21.96,19.4,1559407802000.0,mlk-central,84:f3:eb:44:d8:24,0.04,1559407682.0,200.0,Connected,72.0,738.0,2019/06/01T16:50:02z,4561.0,119163.0,1559407802.0,120.0,2.0,4561.0,1024.0,988.27,200.0,4.02,PurpleAir-d824,1.0,2.0,2.0,200.0,0.0,19640.0,"rgb(255,244,0)",2.0,108627.0,771.0,1559407799.0,2.0,1512.0,2.0,2.0,2.0,2.0,66.0,15.0,57.0,119227.0,21.0,200.0,117709.0,2.0+OPENLOG+15931 MB+DS3231+BME280+PMSX003-B+PMSX003-A,outside,-65.0,1559407800.0,"rgb(255,251,0)",540.0,1559407801.0,90727.0,878.0,778.0,200.0,"35.039406, -85.291992",15416.0,2019-06-01 16:50:02,,,,
129,56,27,95,35.039406,-85.291992,2474.82,2206.67,749.14,701.74,0.55,0.43,134.09,146.26,6.21,5.49,1.83,1.46,21.76,20.54,21.76,20.54,13.5,12.99,13.5,12.99,20.65,19.63,20.65,19.63,1559404922000.0,mlk-central,84:f3:eb:44:d8:24,0.04,1559404802.0,200.0,Connected,69.0,726.0,2019/06/01T16:02:02z,4416.0,119139.0,1559404922.0,120.0,2.0,4416.0,1024.0,988.57,200.0,4.02,PurpleAir-d824,1.0,2.0,2.0,200.0,0.0,19128.0,"rgb(255,248,0)",2.0,108603.0,727.0,1559404919.0,2.0,1464.0,2.0,2.0,2.0,2.0,67.0,15.0,52.0,119203.0,30.0,200.0,117685.0,2.0+OPENLOG+15931 MB+DS3231+BME280+PMSX003-B+PMSX003-A,outside,-65.0,1559404920.0,"rgb(255,250,0)",538.0,1559404921.0,87846.0,853.0,769.0,200.0,"35.039406, -85.291992",13288.0,2019-06-01 16:02:02,,,,
130,55,27,95,35.039406,-85.291992,2383.81,2235.26,720.68,710.44,0.22,0.0,130.66,132.57,4.01,4.43,0.94,0.49,19.85,20.04,19.85,20.04,13.19,13.36,13.19,13.36,19.25,19.84,19.25,19.84,1559405042000.0,mlk-central,84:f3:eb:44:d8:24,0.04,1559404922.0,200.0,Connected,66.0,753.0,2019/06/01T16:04:02z,4422.0,119140.0,1559405042.0,120.0,2.0,4422.0,1024.0,988.54,200.0,4.02,PurpleAir-d824,1.0,2.0,2.0,200.0,0.0,19472.0,"rgb(255,251,0)",2.0,108604.0,720.0,1559405039.0,2.0,1466.0,2.0,2.0,2.0,2.0,67.0,15.0,42.0,119204.0,20.0,200.0,117686.0,2.0+OPENLOG+15931 MB+DS3231+BME280+PMSX003-B+PMSX003-A,outside,-62.0,1559405040.0,"rgb(255,250,0)",544.0,1559405041.0,87966.0,830.0,721.0,200.0,"35.039406, -85.291992",15632.0,2019-06-01 16:04:02,,,,
131,54,25,95,35.039406,-85.291992,2413.57,2353.78,733.91,739.46,0.0,0.0,142.51,145.29,9.93,6.0,1.46,0.54,22.34,21.96,22.34,21.96,13.43,13.83,13.43,13.83,21.57,21.65,21.57,21.65,1559406482000.0,mlk-central,84:f3:eb:44:d8:24,0.04,1559406362.0,200.0,Connected,71.0,735.0,2019/06/01T16:28:02z,4494.0,119152.0,1559406482.0,120.0,2.0,4494.0,1024.0,988.37,200.0,4.02,PurpleAir-d824,1.0,2.0,2.0,200.0,0.0,19016.0,"rgb(255,245,0)",2.0,108616.0,734.0,1559406479.0,2.0,1490.0,2.0,2.0,2.0,2.0,71.0,15.0,54.0,119216.0,23.0,200.0,117698.0,2.0+OPENLOG+15931 MB+DS3231+BME280+PMSX003-B+PMSX003-A,outside,-62.0,1559406481.0,"rgb(255,245,0)",510.0,1559406481.0,89407.0,877.0,915.0,200.0,"35.039406, -85.291992",14592.0,2019-06-01 16:28:02,,,,
132,54,29,90,35.039406,-85.291992,2712.55,2629.68,832.21,823.13,0.08,0.0,174.64,158.06,5.53,6.21,1.33,1.66,25.8,24.54,25.8,24.54,15.59,15.18,15.59,15.18,25.02,23.53,25.02,23.53,1559407082000.0,mlk-central,84:f3:eb:44:d8:24,0.04,1559406962.0,200.0,Connected,78.0,741.0,2019/06/01T16:38:02z,4524.0,119157.0,1559407082.0,120.0,2.0,4524.0,1024.0,988.31,200.0,4.02,PurpleAir-d824,1.0,2.0,2.0,200.0,0.0,19128.0,"rgb(255,232,0)",2.0,108621.0,749.0,1559407080.0,2.0,1500.0,2.0,2.0,2.0,2.0,75.0,15.0,52.0,119221.0,24.0,200.0,117703.0,2.0+OPENLOG+15931 MB+DS3231+BME280+PMSX003-B+PMSX003-A,outside,-65.0,1559407081.0,"rgb(255,239,0)",793.0,1559407081.0,90007.0,883.0,733.0,200.0,"35.039406, -85.291992",14592.0,2019-06-01 16:38:02,,,,
172,54,29,90,35.039406,-85.291992,2628.62,2337.13,805.15,739.99,0.0,0.0,143.96,150.49,3.24,4.41,0.74,0.72,22.47,21.54,22.47,21.54,15.24,13.9,15.24,13.9,22.01,21.23,22.01,21.23,1559405402000.0,mlk-central,84:f3:eb:44:d8:24,0.04,1559405282.0,200.0,Connected,72.0,723.0,2019/06/01T16:10:02z,4440.0,119143.0,1559405402.0,120.0,2.0,4440.0,1024.0,988.56,200.0,4.02,PurpleAir-d824,1.0,2.0,2.0,200.0,0.0,18960.0,"rgb(255,244,0)",2.0,108607.0,744.0,1559405399.0,2.0,1472.0,2.0,2.0,2.0,2.0,70.0,15.0,53.0,119207.0,22.0,200.0,117689.0,2.0+OPENLOG+15931 MB+DS3231+BME280+PMSX003-B+PMSX003-A,outside,-64.0,1559405400.0,"rgb(255,247,0)",497.0,1559405401.0,88326.0,857.0,761.0,200.0,"35.039406, -85.291992",14808.0,2019-06-01 16:10:02,,,,
173,54,28,92,35.039406,-85.291992,2534.74,2235.65,768.41,709.42,0.39,0.23,156.1,125.65,6.04,4.7,1.03,0.41,23.0,19.48,23.0,19.48,13.68,13.04,13.68,13.04,22.26,19.2,22.26,19.2,1559405522000.0,mlk-central,84:f3:eb:44:d8:24,0.04,1559405402.0,200.0,Connected,72.0,721.0,2019/06/01T16:12:02z,4446.0,119144.0,1559405522.0,120.0,2.0,4446.0,1024.0,988.55,200.0,4.02,PurpleAir-d824,1.0,2.0,2.0,200.0,0.0,19472.0,"rgb(255,244,0)",2.0,108608.0,737.0,1559405519.0,2.0,1474.0,2.0,2.0,2.0,2.0,66.0,15.0,52.0,119208.0,14.0,200.0,117690.0,2.0+OPENLOG+15931 MB+DS3231+BME280+PMSX003-B+PMSX003-A,outside,-66.0,1559405520.0,"rgb(255,251,0)",615.0,1559405521.0,88446.0,851.0,731.0,200.0,"35.039406, -85.291992",16880.0,2019-06-01 16:12:02,,,,
174,54,26,95,35.039406,-85.291992,2476.06,2297.01,746.83,728.57,0.21,0.39,144.01,144.58,6.54,4.79,0.99,1.16,22.25,21.49,22.25,21.49,13.42,13.39,13.42,13.39,21.73,20.7,21.73,20.7,1559406242000.0,mlk-central,84:f3:eb:44:d8:24,0.04,1559406122.0,200.0,Connected,71.0,722.0,2019/06/01T16:24:02z,4482.0,119150.0,1559406242.0,120.0,2.0,4482.0,1024.0,988.42,200.0,4.02,PurpleAir-d824,1.0,2.0,2.0,200.0,0.0,19472.0,"rgb(255,245,0)",2.0,108614.0,775.0,1559406239.0,2.0,1486.0,2.0,2.0,2.0,2.0,69.0,15.0,50.0,119214.0,15.0,200.0,117696.0,2.0+OPENLOG+15931 MB+DS3231+BME280+PMSX003-B+PMSX003-A,outside,-66.0,1559406240.0,"rgb(255,248,0)",577.0,1559406241.0,89166.0,861.0,772.0,200.0,"35.039406, -85.291992",16656.0,2019-06-01 16:24:02,,,,
