,current_dewpoint_f,current_humidity,current_temp_f,lat,lon,p_0_3_um,p_0_3_um_b,p_0_5_um,p_0_5_um_b,p_10_0_um,p_10_0_um_b,p_1_0_um,p_1_0_um_b,p_2_5_um,p_2_5_um_b,p_5_0_um,p_5_0_um_b,pm10_0_atm,pm10_0_atm_b,pm10_0_cf_1,pm10_0_cf_1_b,pm1_0_atm,pm1_0_atm_b,pm1_0_cf_1,pm1_0_cf_1_b,pm2_5_atm,pm2_5_atm_b,pm2_5_cf_1,pm2_5_cf_1_b,timestamp,nicename,SensorId,Adc,response_date,key2_response_b,wlstate,pm2.5_aqi,ts_s_latency_b,DateTime,httpsuccess,key2_count_b,key2_response_date_b,period,hardwareversion,httpsends,memcs,pressure,key2_response,version,Geo,status_6,status_5,status_8,key1_response,status_7,Mem,pm2.5_aqi_color,status_9,key1_count,ts_latency_b,key1_response_date,status_0,Id,status_2,status_1,status_4,status_3,pm2.5_aqi_b,loggingrate,latency,key1_count_b,memfrag,key1_response_b,key2_count,hardwarediscovered,place,rssi,key2_response_date,pm2.5_aqi_color_b,pa_latency,key1_response_date_b,uptime,ts_latency,ts_s_latency,response,location,memfb,timestamp-iso,status_10,response_b,response_date_b,latency_b
48,55,26,95,35.043842,-85.302925,2628.77,2620.0,779.4,755.65,0.0,0.41,163.06,165.77,6.35,10.52,0.87,3.59,22.79,25.65,22.79,25.65,14.68,13.93,14.68,13.93,22.24,22.93,22.24,22.91,1559407326000.0,mlk-douglas,84:f3:eb:91:44:60,0.0,1559407206.0,200.0,Connected,72.0,748.0,2019/06/01T16:42:06z,4573.0,120767.0,1559407326.0,120.0,2.0,4574.0,952.0,989.78,200.0,4.02,PurpleAir-4460,1.0,2.0,2.0,200.0,0.0,19128.0,"rgb(255,244,0)",2.0,117746.0,759.0,1559407323.0,2.0,1516.0,2.0,2.0,2.0,2.0,74.0,15.0,112.0,120797.0,27.0,200.0,120768.0,2.0+OPENLOG+15931 MB+DS3231+BME280+PMSX003-B+PMSX003-A,outside,-58.0,1559407324.0,"rgb(255,241,0)",1024.0,1559407325.0,90967.0,864.0,776.0,200.0,"35.043842, -85.302925",13880.0,2019-06-01 16:42:06,,,,
49,54,27,94,35.043842,-85.302925,2585.34,2434.87,766.97,710.29,0.22,0.2,141.88,138.55,7.36,8.93,0.42,1.1,22.23,22.23,22.23,22.23,15.0,12.9,15.0,12.9,22.0,20.93,22.0,20.93,1559407689000.0,mlk-douglas,84:f3:eb:91:44:60,0.0,1559407566.0,200.0,Connected,72.0,3813.0,2019/06/01T16:48:09z,4591.0,120770.0,1559407689.0,120.0,2.0,4592.0,952.0,989.79,200.0,4.02,PurpleAir-4460,1.0,2.0,2.0,200.0,0.0,19296.0,"rgb(255,244,0)",2.0,117749.0,735.0,1559407683.0,2.0,1522.0,2.0,2.0,2.0,2.0,70.0,15.0,66.0,120800.0,24.0,200.0,120771.0,2.0+OPENLOG+15931 MB+DS3231+BME280+PMSX003-B+PMSX003-A,outside,-61.0,1559407684.0,"rgb(255,247,0)",556.0,1559407685.0,91330.0,780.0,744.0,200.0,"35.043842, -85.302925",14720.0,2019-06-01 16:48:09,,,,
89,54,31,89,35.043842,-85.302925,4687.75,4681.83,1389.82,1365.58,0.51,0.96,323.72,311.88,19.85,28.84,1.83,6.38,45.65,48.9,42.94,45.67,26.66,26.28,23.25,23.09,44.32,43.61,37.4,37.17,1559404807000.0,mlk-douglas,84:f3:eb:91:44:60,0.0,1559404686.0,200.0,Connected,106.0,769.0,2019/06/01T16:00:07z,4446.0,120746.0,1559404807.0,120.0,2.0,4447.0,1000.0,990.23,200.0,4.02,PurpleAir-4460,1.0,2.0,2.0,200.0,0.0,19696.0,"rgb(255,126,0)",2.0,117725.0,749.0,1559404804.0,2.0,1474.0,2.0,2.0,2.0,2.0,105.0,15.0,57.0,120776.0,14.0,200.0,120747.0,2.0+OPENLOG+15931 MB+DS3231+BME280+PMSX003-B+PMSX003-A,outside,-59.0,1559404805.0,"rgb(255,126,0)",551.0,1559404806.0,88448.0,879.0,735.0,200.0,"35.043842, -85.302925",17056.0,2019-06-01 16:00:07,,,,
90,55,28,93,35.043842,-85.302925,2548.2,2306.62,747.4,658.0,0.0,0.45,135.94,118.59,8.91,9.44,0.32,2.68,22.06,20.75,22.06,20.75,14.18,12.41,14.18,12.41,21.83,19.08,21.83,19.08,1559405286000.0,mlk-douglas,84:f3:eb:91:44:60,0.0,1559405166.0,200.0,Connected,71.0,722.0,2019/06/01T16:08:06z,4470.0,120750.0,1559405286.0,120.0,2.0,4471.0,1000.0,990.09,200.0,4.02,PurpleAir-4460,1.0,2.0,2.0,200.0,0.0,19128.0,"rgb(255,245,0)",2.0,117729.0,725.0,1559405284.0,2.0,1482.0,2.0,2.0,2.0,2.0,66.0,15.0,57.0,120780.0,24.0,200.0,120751.0,2.0+OPENLOG+15931 MB+DS3231+BME280+PMSX003-B+PMSX003-A,outside,-62.0,1559405285.0,"rgb(255,251,0)",612.0,1559405285.0,88927.0,873.0,761.0,200.0,"35.043842, -85.302925",14472.0,2019-06-01 16:08:06,,,,
91,54,26,94,35.043842,-85.302925,2400.04,2342.74,714.61,659.26,0.0,0.0,131.15,117.56,5.13,8.29,0.7,2.18,20.3,20.12,20.3,20.12,14.09,12.15,14.09,12.15,19.9,18.99,19.9,18.99,1559405526000.0,mlk-douglas,84:f3:eb:91:44:60,0.0,1559405408.0,200.0,Connected,67.0,735.0,2019/06/01T16:12:06z,4482.0,120752.0,1559405526.0,120.0,2.0,4483.0,1000.0,989.97,200.0,4.02,PurpleAir-4460,1.0,2.0,2.0,200.0,0.0,18960.0,"rgb(255,250,0)",2.0,117731.0,715.0,1559405523.0,2.0,1486.0,2.0,2.0,2.0,2.0,65.0,15.0,53.0,120782.0,24.0,200.0,120753.0,2.0+OPENLOG+15931 MB+DS3231+BME280+PMSX003-B+PMSX003-A,outside,-59.0,1559405524.0,"rgb(255,252,0)",525.0,1559405525.0,89167.0,890.0,725.0,200.0,"35.043842, -85.302925",14448.0,2019-06-01 16:12:06,,,,
92,52,27,91,35.043842,-85.302925,3446.43,3048.0,1013.9,879.48,0.19,0.61,211.1,197.25,10.87,11.19,0.65,2.03,30.73,29.1,30.73,29.1,19.17,16.28,18.79,16.14,30.19,27.28,29.19,26.78,1559406246000.0,mlk-douglas,84:f3:eb:91:44:60,0.0,1559406126.0,200.0,Connected,87.0,750.0,2019/06/01T16:24:06z,4518.0,120758.0,1559406246.0,120.0,2.0,4519.0,1000.0,990.02,200.0,4.02,PurpleAir-4460,1.0,2.0,2.0,200.0,0.0,18960.0,"rgb(255,203,0)",2.0,117737.0,750.0,1559406243.0,2.0,1498.0,2.0,2.0,2.0,2.0,82.0,15.0,70.0,120788.0,23.0,200.0,120759.0,2.0+OPENLOG+15931 MB+DS3231+BME280+PMSX003-B+PMSX003-A,outside,-61.0,1559406244.0,"rgb(255,221,0)",498.0,1559406245.0,89887.0,862.0,767.0,200.0,"35.043842, -85.302925",14496.0,2019-06-01 16:24:06,,,,
93,55,27,94,35.043842,-85.302925,2692.78,2429.74,792.89,704.41,0.0,0.14,148.55,149.97,4.02,7.25,0.38,2.41,22.06,22.23,22.06,22.23,15.14,13.25,15.14,13.25,21.78,20.74,21.78,20.74,1559407206000.0,mlk-douglas,84:f3:eb:91:44:60,0.0,1559407086.0,200.0,Connected,71.0,729.0,2019/06/01T16:40:06z,4567.0,120766.0,1559407206.0,120.0,2.0,4568.0,952.0,989.83,200.0,4.02,PurpleAir-4460,1.0,2.0,2.0,200.0,0.0,19264.0,"rgb(255,245,0)",2.0,117745.0,723.0,1559407203.0,2.0,1514.0,2.0,2.0,2.0,2.0,69.0,15.0,54.0,120796.0,23.0,200.0,120767.0,2.0+OPENLOG+15931 MB+DS3231+BME280+PMSX003-B+PMSX003-A,outside,-60.0,1559407204.0,"rgb(255,248,0)",522.0,1559407205.0,90847.0,790.0,749.0,200.0,"35.043842, -85.302925",14872.0,2019-06-01 16:40:06,,,,
94,53,27,92,35.043842,-85.302925,4101.46,3564.54,1221.11,1042.64,0.52,1.22,283.45,252.78,17.86,24.99,1.92,5.31,41.22,38.39,38.18,36.51,23.32,19.16,21.25,18.04,39.8,34.4,33.95,31.0,1559407926000.0,mlk-douglas,84:f3:eb:91:44:60,0.0,1559407807.0,200.0,Connected,97.0,770.0,2019/06/01T16:52:06z,4603.0,120772.0,1559407926.0,120.0,2.0,4604.0,952.0,989.73,200.0,4.02,PurpleAir-4460,1.0,2.0,2.0,200.0,0.0,19472.0,"rgb(255,148,0)",2.0,117751.0,778.0,1559407923.0,2.0,1526.0,2.0,2.0,2.0,2.0,91.0,15.0,61.0,120802.0,14.0,200.0,120773.0,2.0+OPENLOG+15931 MB+DS3231+BME280+PMSX003-B+PMSX003-A,outside,-59.0,1559407924.0,"rgb(255,184,0)",476.0,1559407925.0,91567.0,843.0,765.0,200.0,"35.043842, -85.302925",16744.0,2019-06-01 16:52:06,,,,
95,55,26,95,35.043842,-85.302925,3261.92,2699.82,955.46,769.38,0.43,0.25,209.17,178.09,13.17,12.31,2.0,2.4,30.58,26.17,30.58,26.17,18.0,13.68,17.65,13.68,28.91,23.97,27.69,23.54,1559408166000.0,mlk-douglas,84:f3:eb:91:44:60,0.0,1559408046.0,200.0,Connected,84.0,749.0,2019/06/01T16:56:06z,4615.0,120774.0,1559408166.0,120.0,2.0,4616.0,952.0,989.63,200.0,4.02,PurpleAir-4460,1.0,2.0,2.0,200.0,0.0,19128.0,"rgb(255,214,0)",2.0,117753.0,737.0,1559408163.0,2.0,1530.0,2.0,2.0,2.0,2.0,75.0,15.0,48.0,120804.0,29.0,200.0,120775.0,2.0+OPENLOG+15931 MB+DS3231+BME280+PMSX003-B+PMSX003-A,outside,-60.0,1559408164.0,"rgb(255,239,0)",806.0,1559408165.0,91807.0,876.0,751.0,200.0,"35.043842, -85.302925",13464.0,2019-06-01 16:56:06,,,,
96,54,26,95,35.043842,-85.302925,2633.7,2205.51,789.73,639.23,0.28,0.0,151.68,125.83,7.47,10.77,0.65,3.86,22.87,21.26,22.87,21.26,15.28,11.47,15.28,11.47,22.38,18.7,22.38,18.7,1559408286000.0,mlk-douglas,84:f3:eb:91:44:60,0.0,1559408166.0,200.0,Connected,73.0,720.0,2019/06/01T16:58:06z,4621.0,120775.0,1559408286.0,120.0,2.0,4622.0,952.0,989.63,200.0,4.02,PurpleAir-4460,1.0,2.0,2.0,200.0,0.0,18960.0,"rgb(255,242,0)",2.0,117754.0,751.0,1559408283.0,2.0,1532.0,2.0,2.0,2.0,2.0,65.0,15.0,50.0,120805.0,33.0,200.0,120776.0,2.0+OPENLOG+15931 MB+DS3231+BME280+PMSX003-B+PMSX003-A,outside,-62.0,1559408284.0,"rgb(255,252,0)",514.0,1559408285.0,91927.0,861.0,771.0,200.0,"35.043842, -85.302925",12448.0,2019-06-01 16:58:06,,,,
133,55,30,91,35.043842,-85.302925,3871.14,3437.91,1139.44,983.68,0.56,0.4,233.08,208.37,15.71,15.32,1.7,2.4,35.7,32.03,34.41,31.34,21.62,18.25,19.98,17.52,34.56,30.11,31.53,28.4,1559404926000.0,mlk-douglas,84:f3:eb:91:44:60,0.0,1559404807.0,200.0,Connected,92.0,855.0,2019/06/01T16:02:06z,4452.0,120747.0,1559404926.0,120.0,2.0,4453.0,1000.0,990.19,200.0,4.02,PurpleAir-4460,1.0,2.0,2.0,200.0,0.0,19776.0,"rgb(255,179,0)",2.0,117726.0,741.0,1559404923.0,2.0,1476.0,2.0,2.0,2.0,2.0,85.0,15.0,53.0,120777.0,15.0,200.0,120748.0,2.0+OPENLOG+15931 MB+DS3231+BME280+PMSX003-B+PMSX003-A,outside,-57.0,1559404924.0,"rgb(255,211,0)",660.0,1559404925.0,88567.0,865.0,724.0,200.0,"35.043842, -85.302925",16784.0,2019-06-01 16:02:06,,,,
134,54,28,92,35.043842,-85.302925,2645.65,2580.79,777.25,737.85,0.04,0.0,148.13,146.26,7.0,12.24,0.04,1.65,22.35,23.4,22.35,23.4,14.38,13.47,14.38,13.47,22.26,21.76,22.26,21.76,1559405166000.0,mlk-douglas,84:f3:eb:91:44:60,0.0,1559405046.0,200.0,Connected,72.0,729.0,2019/06/01T16:06:06z,4464.0,120749.0,1559405166.0,120.0,2.0,4465.0,1000.0,990.14,200.0,4.02,PurpleAir-4460,1.0,2.0,2.0,200.0,0.0,19640.0,"rgb(255,244,0)",2.0,117728.0,739.0,1559405163.0,2.0,1480.0,2.0,2.0,2.0,2.0,71.0,15.0,56.0,120779.0,16.0,200.0,120750.0,2.0+OPENLOG+15931 MB+DS3231+BME280+PMSX003-B+PMSX003-A,outside,-62.0,1559405164.0,"rgb(255,245,0)",492.0,1559405165.0,88807.0,887.0,773.0,200.0,"35.043842, -85.302925",16536.0,2019-06-01 16:06:06,,,,
135,53,27,92,35.043842,-85.302925,3390.73,2796.92,996.56,810.67,0.87,0.58,197.16,166.06,11.76,12.72,1.95,4.06,31.03,27.29,30.69,27.29,19.18,14.94,18.47,14.79,29.71,24.57,28.05,24.1,1559405766000.0,mlk-douglas,84:f3:eb:91:44:60,0.0,1559405646.0,200.0,Connected,85.0,740.0,2019/06/01T16:16:06z,4494.0,120754.0,1559405766.0,120.0,2.0,4495.0,1000.0,990.03,200.0,4.02,PurpleAir-4460,1.0,2.0,2.0,200.0,0.0,19472.0,"rgb(255,211,0)",2.0,117733.0,740.0,1559405763.0,2.0,1490.0,2.0,2.0,2.0,2.0,76.0,15.0,57.0,120784.0,13.0,200.0,120755.0,2.0+OPENLOG+15931 MB+DS3231+BME280+PMSX003-B+PMSX003-A,outside,-61.0,1559405764.0,"rgb(255,237,0)",553.0,1559405765.0,89407.0,874.0,759.0,200.0,"35.043842, -85.302925",17032.0,2019-06-01 16:16:06,,,,
136,53,26,93,35.043842,-85.302925,2641.92,2638.37,787.16,762.31,0.02,0.0,139.87,154.8,6.49,11.14,0.08,2.97,22.72,24.01,22.72,24.01,15.38,13.64,15.38,13.64,22.54,21.86,22.54,21.86,1559406846000.0,mlk-douglas,84:f3:eb:91:44:60,0.0,1559406726.0,200.0,Connected,73.0,722.0,2019/06/01T16:34:06z,4548.0,120763.0,1559406846.0,120.0,2.0,4549.0,1000.0,989.84,200.0,4.02,PurpleAir-4460,1.0,2.0,2.0,200.0,0.0,19472.0,"rgb(255,242,0)",2.0,117742.0,757.0,1559406843.0,2.0,1508.0,2.0,2.0,2.0,2.0,72.0,15.0,59.0,120793.0,15.0,200.0,120764.0,2.0+OPENLOG+15931 MB+DS3231+BME280+PMSX003-B+PMSX003-A,outside,-59.0,1559406844.0,"rgb(255,244,0)",567.0,1559406845.0,90487.0,873.0,738.0,200.0,"35.043842, -85.302925",16536.0,2019-06-01 16:34:06,,,,
137,54,28,91,35.043842,-85.302925,2721.68,2443.55,799.77,705.82,0.17,0.88,140.68,135.76,5.39,6.58,0.24,1.36,22.62,21.41,22.62,21.41,15.48,13.08,15.48,13.08,22.27,20.24,22.27,20.24,1559406966000.0,mlk-douglas,84:f3:eb:91:44:60,0.0,1559406846.0,200.0,Connected,72.0,732.0,2019/06/01T16:36:06z,4554.0,120764.0,1559406966.0,120.0,2.0,4555.0,952.0,989.81,200.0,4.02,PurpleAir-4460,1.0,2.0,2.0,200.0,0.0,18848.0,"rgb(255,244,0)",2.0,117743.0,709.0,1559406963.0,2.0,1510.0,2.0,2.0,2.0,2.0,68.0,15.0,54.0,120794.0,21.0,200.0,120765.0,2.0+OPENLOG+15931 MB+DS3231+BME280+PMSX003-B+PMSX003-A,outside,-60.0,1559406964.0,"rgb(255,249,0)",571.0,1559406965.0,90607.0,841.0,788.0,200.0,"35.043842, -85.302925",14816.0,2019-06-01 16:36:06,,,,
138,54,28,92,35.043842,-85.302925,2652.18,2337.94,776.29,680.45,0.41,0.0,137.2,129.52,5.29,5.97,0.58,2.03,21.79,20.43,21.79,20.43,14.65,12.22,14.65,12.22,21.27,19.15,21.27,19.15,1559407086000.0,mlk-douglas,84:f3:eb:91:44:60,0.0,1559406966.0,200.0,Connected,70.0,743.0,2019/06/01T16:38:06z,4560.0,120765.0,1559407086.0,120.0,2.0,4561.0,952.0,989.86,200.0,4.02,PurpleAir-4460,1.0,2.0,2.0,200.0,0.0,18960.0,"rgb(255,247,0)",2.0,117744.0,735.0,1559407083.0,2.0,1512.0,2.0,2.0,2.0,2.0,66.0,15.0,45.0,120795.0,30.0,200.0,120766.0,2.0+OPENLOG+15931 MB+DS3231+BME280+PMSX003-B+PMSX003-A,outside,-60.0,1559407084.0,"rgb(255,251,0)",594.0,1559407085.0,90727.0,779.0,770.0,200.0,"35.043842, -85.302925",13064.0,2019-06-01 16:38:06,,,,
