,current_dewpoint_f,current_humidity,current_temp_f,lat,lon,p_0_3_um,p_0_3_um_b,p_0_5_um,p_0_5_um_b,p_10_0_um,p_10_0_um_b,p_1_0_um,p_1_0_um_b,p_2_5_um,p_2_5_um_b,p_5_0_um,p_5_0_um_b,pm10_0_atm,pm10_0_atm_b,pm10_0_cf_1,pm10_0_cf_1_b,pm1_0_atm,pm1_0_atm_b,pm1_0_cf_1,pm1_0_cf_1_b,pm2_5_atm,pm2_5_atm_b,pm2_5_cf_1,pm2_5_cf_1_b,timestamp,nicename,SensorId,Adc,response_date,key2_response_b,wlstate,pm2.5_aqi,ts_s_latency_b,DateTime,httpsuccess,key2_count_b,key2_response_date_b,period,hardwareversion,httpsends,memcs,pressure,key2_response,version,Geo,status_6,status_5,status_8,key1_response,status_7,Mem,pm2.5_aqi_color,status_9,key1_count,ts_latency_b,key1_response_date,status_0,Id,status_2,status_1,status_4,status_3,pm2.5_aqi_b,loggingrate,latency,key1_count_b,memfrag,key1_response_b,key2_count,hardwarediscovered,place,rssi,key2_response_date,pm2.5_aqi_color_b,pa_latency,key1_response_date_b,uptime,ts_latency,ts_s_latency,response,location,memfb,timestamp-iso,status_10,response_b,response_date_b,latency_b
68,54,30,90,35.045265,-85.306801,2890.64,2623.77,810.21,745.79,0.42,0.33,120.17,122.38,6.5,6.94,2.83,1.08,22.74,20.59,22.74,20.59,15.12,13.79,15.12,13.79,20.82,19.76,20.82,19.76,1559407352000.0,mlk-lindsay,84:f3:eb:45:31:54,0.0,1559407351.0,200.0,Connected,69.0,848.0,2019/06/01T16:42:32z,5366.0,79976.0,1559407349.0,120.0,2.0,5366.0,960.0,989.29,200.0,4.02,PurpleAir-3154,2.0,2.0,2.0,200.0,0.0,21352.0,"rgb(255,248,0)",2.0,80015.0,1000.0,1559407345.0,2.0,1526.0,2.0,2.0,2.0,2.0,67.0,15.0,853.0,79995.0,24.0,200.0,80002.0,2.0+OPENLOG+15931 MB+DS3231+BME280+PMSX003-B+PMSX003-A,outside,-72.0,1559407347.0,"rgb(255,250,0)",654.0,1559407348.0,91575.0,1448.0,1168.0,201.0,"35.045265, -85.306801",16264.0,2019-06-01 16:42:32,1.0,200.0,1559407245.0,168.0
69,52,32,85,35.045265,-85.306801,2991.97,2659.48,841.23,761.57,0.52,0.22,143.17,122.49,7.85,8.75,1.66,1.94,24.46,21.9,24.46,21.9,15.69,14.57,15.69,14.57,23.03,20.84,23.03,20.84,1559407952000.0,mlk-lindsay,84:f3:eb:45:31:54,0.0,1559407952.0,200.0,Connected,74.0,801.0,2019/06/01T16:52:32z,5401.0,79981.0,1559407950.0,120.0,2.0,5401.0,960.0,986.25,200.0,4.02,PurpleAir-3154,2.0,2.0,2.0,200.0,0.0,21240.0,"rgb(255,241,0)",2.0,80020.0,1804.0,1559407946.0,2.0,1536.0,2.0,2.0,2.0,2.0,69.0,15.0,733.0,80000.0,14.0,200.0,80007.0,2.0+OPENLOG+15931 MB+DS3231+BME280+PMSX003-B+PMSX003-A,outside,-72.0,1559407947.0,"rgb(255,248,0)",604.0,1559407949.0,92176.0,4657.0,847.0,201.0,"35.045265, -85.306801",18312.0,2019-06-01 16:52:32,1.0,200.0,1559407832.0,85.0
70,56,31,90,35.045265,-85.306801,3147.28,2792.12,887.42,801.51,0.84,0.15,139.64,127.24,12.44,9.68,2.61,0.81,26.16,23.04,26.16,23.04,16.86,15.5,16.86,15.5,24.31,22.12,24.31,22.12,1559408187000.0,mlk-lindsay,84:f3:eb:45:31:54,0.0,1559408187.0,200.0,Connected,77.0,734.0,2019/06/01T16:56:27z,5415.0,79983.0,1559408185.0,120.0,2.0,5415.0,960.0,989.19,200.0,4.02,PurpleAir-3154,2.0,2.0,2.0,200.0,0.0,21192.0,"rgb(255,235,0)",2.0,80022.0,760.0,1559408182.0,2.0,1540.0,2.0,2.0,2.0,2.0,72.0,15.0,803.0,80002.0,14.0,200.0,80009.0,2.0+OPENLOG+15931 MB+DS3231+BME280+PMSX003-B+PMSX003-A,outside,-72.0,1559408183.0,"rgb(255,244,0)",441.0,1559408184.0,92411.0,833.0,737.0,201.0,"35.045265, -85.306801",18312.0,2019-06-01 16:56:27,1.0,200.0,1559408067.0,102.0
109,55,33,88,35.045265,-85.306801,2741.09,2539.71,776.09,728.38,0.76,0.0,133.82,108.94,11.02,7.18,4.5,0.45,24.17,19.98,24.17,19.98,14.8,13.65,14.8,13.65,21.21,19.68,21.21,19.68,1559404827000.0,mlk-lindsay,84:f3:eb:45:31:54,0.0,1559404827.0,200.0,Connected,70.0,744.0,2019/06/01T16:00:27z,5218.0,79955.0,1559404825.0,120.0,2.0,5218.0,960.0,989.56,200.0,4.02,PurpleAir-3154,2.0,2.0,2.0,200.0,0.0,21304.0,"rgb(255,247,0)",2.0,79994.0,765.0,1559404822.0,2.0,1484.0,2.0,2.0,2.0,2.0,67.0,15.0,760.0,79974.0,22.0,200.0,79981.0,2.0+OPENLOG+15931 MB+DS3231+BME280+PMSX003-B+PMSX003-A,outside,-72.0,1559404823.0,"rgb(255,250,0)",436.0,1559404824.0,89050.0,791.0,721.0,201.0,"35.045265, -85.306801",16640.0,2019-06-01 16:00:27,1.0,200.0,1559404707.0,119.0
110,55,31,90,35.045265,-85.306801,2824.97,2453.29,785.44,703.08,0.42,0.0,131.59,112.16,8.53,5.89,2.03,0.83,22.38,19.35,22.38,19.35,14.66,12.89,14.66,12.89,20.89,18.83,20.89,18.83,1559405307000.0,mlk-lindsay,84:f3:eb:45:31:54,0.0,1559405307.0,200.0,Connected,69.0,727.0,2019/06/01T16:08:27z,5246.0,79959.0,1559405305.0,120.0,2.0,5246.0,960.0,989.5,200.0,4.02,PurpleAir-3154,2.0,2.0,2.0,200.0,0.0,20936.0,"rgb(255,248,0)",2.0,79998.0,744.0,1559405302.0,2.0,1492.0,2.0,2.0,2.0,2.0,65.0,15.0,837.0,79978.0,20.0,200.0,79985.0,2.0+OPENLOG+15931 MB+DS3231+BME280+PMSX003-B+PMSX003-A,outside,-72.0,1559405303.0,"rgb(255,252,0)",450.0,1559405304.0,89531.0,788.0,744.0,201.0,"35.045265, -85.306801",16640.0,2019-06-01 16:08:27,1.0,200.0,1559405190.0,112.0
111,53,29,89,35.045265,-85.306801,2995.17,2691.66,847.08,780.92,0.5,0.05,137.09,133.06,6.59,9.05,2.0,1.94,24.41,23.06,24.41,23.06,16.47,14.8,16.47,14.8,22.89,21.8,22.89,21.8,1559406387000.0,mlk-lindsay,84:f3:eb:45:31:54,0.0,1559406387.0,200.0,Connected,74.0,751.0,2019/06/01T16:26:27z,5310.0,79968.0,1559406385.0,120.0,2.0,5310.0,960.0,989.39,200.0,4.02,PurpleAir-3154,2.0,2.0,2.0,200.0,0.0,21048.0,"rgb(255,241,0)",2.0,80007.0,735.0,1559406382.0,2.0,1510.0,2.0,2.0,2.0,2.0,71.0,15.0,753.0,79987.0,22.0,200.0,79994.0,2.0+OPENLOG+15931 MB+DS3231+BME280+PMSX003-B+PMSX003-A,outside,-72.0,1559406383.0,"rgb(255,245,0)",452.0,1559406384.0,90610.0,797.0,727.0,201.0,"35.045265, -85.306801",16280.0,2019-06-01 16:26:27,1.0,200.0,1559406267.0,97.0
112,54,30,90,35.045265,-85.306801,2843.67,2678.4,786.0,762.75,0.13,0.42,134.16,113.35,8.17,5.86,2.7,0.65,22.86,20.85,22.86,20.85,14.81,14.52,14.81,14.52,21.08,20.38,21.08,20.38,1559406747000.0,mlk-lindsay,84:f3:eb:45:31:54,0.0,1559406747.0,200.0,Connected,70.0,756.0,2019/06/01T16:32:27z,5331.0,79971.0,1559406745.0,120.0,2.0,5331.0,960.0,989.37,200.0,4.02,PurpleAir-3154,2.0,2.0,2.0,200.0,0.0,21304.0,"rgb(255,247,0)",2.0,80010.0,748.0,1559406742.0,2.0,1516.0,2.0,2.0,2.0,2.0,68.0,15.0,813.0,79990.0,21.0,200.0,79997.0,2.0+OPENLOG+15931 MB+DS3231+BME280+PMSX003-B+PMSX003-A,outside,-70.0,1559406743.0,"rgb(255,249,0)",438.0,1559406744.0,90970.0,823.0,716.0,201.0,"35.045265, -85.306801",16728.0,2019-06-01 16:32:27,1.0,200.0,1559406627.0,108.0
155,54,30,89,35.045265,-85.306801,2853.66,2586.14,813.01,744.72,0.0,0.88,131.35,129.05,9.15,9.11,1.72,2.17,23.28,22.64,23.28,22.64,15.4,14.27,15.4,14.27,22.09,21.16,22.09,21.16,1559406027000.0,mlk-lindsay,84:f3:eb:45:31:54,0.0,1559406027.0,200.0,Connected,72.0,735.0,2019/06/01T16:20:27z,5289.0,79965.0,1559406025.0,120.0,2.0,5289.0,960.0,988.98,200.0,4.02,PurpleAir-3154,2.0,2.0,2.0,200.0,0.0,21304.0,"rgb(255,244,0)",2.0,80004.0,765.0,1559406022.0,2.0,1504.0,2.0,2.0,2.0,2.0,70.0,15.0,780.0,79984.0,14.0,200.0,79991.0,2.0+OPENLOG+15931 MB+DS3231+BME280+PMSX003-B+PMSX003-A,outside,-70.0,1559406023.0,"rgb(255,247,0)",438.0,1559406024.0,90250.0,790.0,736.0,201.0,"35.045265, -85.306801",18264.0,2019-06-01 16:20:27,1.0,200.0,1559405907.0,175.0
156,52,30,88,35.045265,-85.306801,3059.32,2893.59,859.39,833.57,0.48,0.26,129.08,133.24,6.05,6.84,1.13,0.75,23.82,23.38,23.82,23.38,16.4,15.87,16.4,15.87,23.0,22.68,23.0,22.68,1559406266000.0,mlk-lindsay,84:f3:eb:45:31:54,0.0,1559406266.0,200.0,Connected,74.0,734.0,2019/06/01T16:24:26z,5303.0,79967.0,1559406265.0,120.0,2.0,5303.0,960.0,989.15,200.0,4.02,PurpleAir-3154,2.0,2.0,2.0,200.0,0.0,21304.0,"rgb(255,241,0)",2.0,80006.0,743.0,1559406262.0,2.0,1508.0,2.0,2.0,2.0,2.0,73.0,15.0,781.0,79986.0,14.0,200.0,79993.0,2.0+OPENLOG+15931 MB+DS3231+BME280+PMSX003-B+PMSX003-A,outside,-72.0,1559406263.0,"rgb(255,242,0)",448.0,1559406264.0,90490.0,821.0,729.0,201.0,"35.045265, -85.306801",18264.0,2019-06-01 16:24:26,1.0,200.0,1559406147.0,106.0
157,53,29,90,35.045265,-85.306801,2948.57,2642.81,830.57,764.65,0.39,0.19,129.67,124.61,6.96,8.84,1.9,0.81,23.9,21.87,23.9,21.87,16.23,14.34,16.23,14.34,22.8,21.18,22.8,21.18,1559406507000.0,mlk-lindsay,84:f3:eb:45:31:54,0.0,1559406507.0,200.0,Connected,73.0,724.0,2019/06/01T16:28:27z,5317.0,79969.0,1559406505.0,120.0,2.0,5317.0,960.0,989.36,200.0,4.02,PurpleAir-3154,2.0,2.0,2.0,200.0,0.0,21304.0,"rgb(255,242,0)",2.0,80008.0,743.0,1559406502.0,2.0,1512.0,2.0,2.0,2.0,2.0,70.0,15.0,763.0,79988.0,19.0,200.0,79995.0,2.0+OPENLOG+15931 MB+DS3231+BME280+PMSX003-B+PMSX003-A,outside,-71.0,1559406503.0,"rgb(255,247,0)",490.0,1559406504.0,90730.0,821.0,744.0,201.0,"35.045265, -85.306801",17280.0,2019-06-01 16:28:27,1.0,200.0,1559406387.0,117.0
158,53,29,90,35.045265,-85.306801,2814.37,2754.4,802.14,789.93,0.2,0.28,130.08,120.9,8.46,7.1,3.26,1.36,23.08,22.48,23.08,22.48,14.98,14.84,14.98,14.84,21.15,21.45,21.15,21.45,1559406627000.0,mlk-lindsay,84:f3:eb:45:31:54,0.0,1559406627.0,200.0,Connected,70.0,742.0,2019/06/01T16:30:27z,5324.0,79970.0,1559406625.0,119.0,2.0,5324.0,960.0,989.39,200.0,4.02,PurpleAir-3154,2.0,2.0,2.0,200.0,0.0,21192.0,"rgb(255,247,0)",2.0,80009.0,781.0,1559406622.0,2.0,1514.0,2.0,2.0,2.0,2.0,71.0,15.0,816.0,79989.0,18.0,200.0,79996.0,2.0+OPENLOG+15931 MB+DS3231+BME280+PMSX003-B+PMSX003-A,outside,-70.0,1559406623.0,"rgb(255,245,0)",418.0,1559406624.0,90850.0,804.0,737.0,201.0,"35.045265, -85.306801",17280.0,2019-06-01 16:30:27,1.0,200.0,1559406507.0,79.0
159,54,30,90,35.045265,-85.306801,2746.41,2608.52,770.94,749.73,0.14,0.11,125.29,133.16,7.41,8.25,1.41,1.51,22.08,22.29,22.08,22.29,14.55,14.17,14.55,14.17,21.11,21.4,21.11,21.4,1559406988000.0,mlk-lindsay,84:f3:eb:45:31:54,0.0,1559406988.0,200.0,Connected,70.0,1043.0,2019/06/01T16:36:28z,5345.0,79973.0,1559406986.0,120.0,2.0,5345.0,960.0,989.37,200.0,4.02,PurpleAir-3154,2.0,2.0,2.0,200.0,0.0,21304.0,"rgb(255,247,0)",2.0,80012.0,752.0,1559406983.0,2.0,1520.0,2.0,2.0,2.0,2.0,71.0,15.0,944.0,79992.0,21.0,200.0,79999.0,2.0+OPENLOG+15931 MB+DS3231+BME280+PMSX003-B+PMSX003-A,outside,-73.0,1559406983.0,"rgb(255,245,0)",605.0,1559406984.0,91212.0,990.0,756.0,201.0,"35.045265, -85.306801",16744.0,2019-06-01 16:36:28,1.0,200.0,1559406867.0,114.0
160,54,30,90,35.045265,-85.306801,2741.25,2648.23,785.98,768.44,0.42,0.08,122.55,134.39,6.95,9.55,1.14,0.81,22.06,22.84,22.06,22.84,14.88,14.11,14.88,14.11,20.77,21.95,20.77,21.95,1559407467000.0,mlk-lindsay,84:f3:eb:45:31:54,0.0,1559407467.0,200.0,Connected,69.0,759.0,2019/06/01T16:44:27z,5373.0,79977.0,1559407465.0,120.0,2.0,5373.0,960.0,989.31,200.0,4.02,PurpleAir-3154,2.0,2.0,2.0,200.0,0.0,21304.0,"rgb(255,248,0)",2.0,80016.0,814.0,1559407462.0,2.0,1528.0,2.0,2.0,2.0,2.0,72.0,15.0,813.0,79996.0,22.0,200.0,80003.0,2.0+OPENLOG+15931 MB+DS3231+BME280+PMSX003-B+PMSX003-A,outside,-72.0,1559407463.0,"rgb(255,244,0)",421.0,1559407464.0,91690.0,801.0,745.0,201.0,"35.045265, -85.306801",16512.0,2019-06-01 16:44:27,1.0,200.0,1559407352.0,160.0
161,55,30,91,35.045265,-85.306801,2836.85,2633.06,797.38,756.72,0.23,0.22,114.54,126.09,6.18,7.42,1.4,1.05,22.0,21.36,22.0,21.36,15.43,13.84,15.43,13.84,20.77,20.61,20.77,20.61,1559407832000.0,mlk-lindsay,84:f3:eb:45:31:54,0.0,1559407831.0,200.0,Connected,69.0,799.0,2019/06/01T16:50:32z,5394.0,79980.0,1559407829.0,119.0,2.0,5394.0,960.0,989.21,200.0,4.02,PurpleAir-3154,2.0,2.0,2.0,200.0,0.0,21472.0,"rgb(255,248,0)",2.0,80019.0,3977.0,1559407822.0,2.0,1534.0,2.0,2.0,2.0,2.0,69.0,15.0,918.0,79999.0,15.0,200.0,80006.0,2.0+OPENLOG+15931 MB+DS3231+BME280+PMSX003-B+PMSX003-A,outside,-71.0,1559407823.0,"rgb(255,248,0)",430.0,1559407828.0,92055.0,863.0,1020.0,201.0,"35.045265, -85.306801",18304.0,2019-06-01 16:50:32,1.0,200.0,1559407708.0,113.0
162,56,32,89,35.045265,-85.306801,2898.05,2769.0,821.06,803.3,0.74,0.0,132.08,123.62,9.6,9.56,3.06,1.17,24.45,22.84,24.45,22.84,16.55,15.16,16.55,15.16,22.58,21.98,22.58,21.98,1559408067000.0,mlk-lindsay,84:f3:eb:45:31:54,0.0,1559408067.0,200.0,Connected,73.0,744.0,2019/06/01T16:54:27z,5408.0,79982.0,1559408065.0,120.0,2.0,5408.0,960.0,989.17,200.0,4.02,PurpleAir-3154,2.0,2.0,2.0,200.0,0.0,21304.0,"rgb(255,242,0)",2.0,80021.0,738.0,1559408062.0,2.0,1538.0,2.0,2.0,2.0,2.0,72.0,15.0,837.0,80001.0,13.0,200.0,80008.0,2.0+OPENLOG+15931 MB+DS3231+BME280+PMSX003-B+PMSX003-A,outside,-72.0,1559408063.0,"rgb(255,244,0)",467.0,1559408064.0,92291.0,798.0,1257.0,201.0,"35.045265, -85.306801",18584.0,2019-06-01 16:54:27,1.0,200.0,1559407952.0,131.0
